,SEASON,TEAM,DRTG,OPP_TS
301,1985,PHI,107.3,0.543433256045048
302,1985,PHO,106.8,0.5428066548059817
303,1985,POR,107.2,0.5410745658450654
304,1985,SAS,109.0,0.5512379090153404
305,1985,SEA,108.2,0.5435425518281563
306,1985,UTA,103.4,0.5171696149843913
307,1985,WSB,104.6,0.5333338250551958
308,1986,ATL,105.6,0.5326798344730431
309,1986,BOS,102.6,0.509476367226436
310,1986,CHI,112.4,0.5590869412144858
311,1986,CLE,108.3,0.5365855389871896
312,1986,DAL,111.0,0.544958652288093
313,1986,DEN,105.9,0.5415698364870088
314,1986,DET,107.9,0.544850990574025
315,1986,GSW,111.6,0.5644146627648896
316,1986,HOU,107.6,0.5416256926189982
317,1986,IND,105.9,0.5325747736920662
318,1986,LAC,112.1,0.5514363534779774
319,1986,LAL,105.8,0.5288871409125379
320,1986,MIL,102.7,0.5261230528154792
321,1986,NJN,106.9,0.5503957630640469
322,1986,NYK,105.2,0.5428105836006986
323,1986,PHI,106.3,0.5384121642977665
324,1986,PHO,107.2,0.5457234781215996
325,1986,POR,108.2,0.5558449032785872
326,1986,SAC,109.2,0.5479543673921767
327,1986,SAS,108.2,0.5479231867477283
328,1986,SEA,106.0,0.5445969779060843
329,1986,UTA,104.6,0.5278407689242272
330,1986,WSB,104.8,0.5162482992052541
331,1987,ATL,105.2,0.5178034471915413
332,1987,BOS,106.8,0.5146167253988102
333,1987,CHI,107.6,0.5392802004505075
334,1987,CLE,106.4,0.5272222856164774
335,1987,DAL,108.7,0.5316074399195481
336,1987,DEN,110.2,0.5592010617859164
337,1987,DET,105.8,0.5225607130860178
338,1987,GSW,111.2,0.5510127355608816
339,1987,HOU,105.5,0.5236603028943343
340,1987,IND,106.6,0.5397880078362094
341,1987,LAC,112.3,0.5683204554697031
342,1987,LAL,106.5,0.5214245508701159
343,1987,MIL,105.6,0.5365500526041513
344,1987,NJN,110.5,0.5505198203697657
345,1987,NYK,111.1,0.5463269774832384
346,1987,PHI,108.5,0.5394445294341168
347,1987,PHO,110.3,0.549853545613455
348,1987,POR,108.6,0.5431670622569891
349,1987,SAC,112.1,0.5460963939782939
350,1987,SAS,110.8,0.5568755568755569
351,1987,SEA,110.3,0.541872438548503
352,1987,UTA,103.7,0.5203657856690637
353,1987,WSB,107.0,0.5230866510093278
354,1988,ATL,107.6,0.5359068227978235
355,1988,BOS,109.4,0.5350588395017432
356,1988,CHI,105.5,0.5247442423020713
357,1988,CLE,106.0,0.5314760835762391
358,1988,DAL,107.7,0.5215811634134037
359,1988,DEN,106.3,0.546071171886821
360,1988,DET,105.3,0.5238105761486632
361,1988,GSW,112.9,0.5605431688804554
362,1988,HOU,105.7,0.5216514013208939
363,1988,IND,107.4,0.5313265095424914
364,1988,LAC,107.6,0.5342074221939933
365,1988,LAL,107.3,0.5248450178319252
366,1988,MIL,107.6,0.532597188369402
367,1988,NJN,109.6,0.5574792417280103
368,1988,NYK,106.4,0.5472242921013413
369,1988,PHI,110.3,0.5480540804918949
370,1988,PHO,111.4,0.554927526512938
371,1988,POR,107.4,0.5381170667884053
372,1988,SAC,112.1,0.5493942349831064
373,1988,SAS,112.8,0.5563828812316716
374,1988,SEA,108.1,0.5524691662312311
375,1988,UTA,103.1,0.5134376493072145
376,1988,WSB,107.2,0.5299614263964082
377,1989,ATL,107.2,0.5337621920390342
378,1989,BOS,109.6,0.5409308184698914
379,1989,CHO,112.1,0.560173451224703
380,1989,CHI,107.7,0.5338890542820284
381,1989,CLE,102.9,0.5113910823253384
382,1989,DAL,108.6,0.5218517437618561
383,1989,DEN,107.1,0.5502901487907005
384,1989,DET,104.7,0.5136109384711001
385,1989,GSW,107.7,0.5265130037668508
386,1989,HOU,104.8,0.5291179886916704
387,1989,IND,111.0,0.5328994786255183
388,1989,LAC,110.2,0.5415624289288151
389,1989,LAL,106.7,0.5222423849029427
390,1989,MIA,109.0,0.553188275899635
391,1989,MIL,106.4,0.5435986786448053
392,1989,NJN,109.3,0.5525940762796528
393,1989,NYK,107.5,0.5504423515981735
394,1989,PHI,111.5,0.5528260030392909
395,1989,PHO,105.7,0.5196811525312174
396,1989,POR,108.0,0.5505261308489321
397,1989,SAC,110.0,0.5399386180038043
398,1989,SAS,107.9,0.5543528294830116
399,1989,SEA,108.6,0.5487518009938546
400,1989,UTA,101.5,0.4985074044446179
401,1989,WSB,108.5,0.5429647216826151
402,1990,ATL,111.9,0.5553833827175425
403,1990,BOS,107.9,0.5225006969880502
404,1990,CHO,109.9,0.5567058173969783
405,1990,CHI,109.0,0.5532631728721918
406,1990,CLE,107.2,0.5292266615810051
407,1990,DAL,107.2,0.5260025314421184
408,1990,DEN,106.7,0.549725877452769
409,1990,DET,103.5,0.5138733691520356
410,1990,GSW,112.6,0.5413268284915608
411,1990,HOU,103.4,0.5190844101488459
412,1990,IND,111.4,0.5404768807073489
413,1990,LAC,107.4,0.5359600070265839
414,1990,LAL,107.0,0.5212308460048142
415,1990,MIA,108.9,0.5511246745902518
416,1990,MIL,108.1,0.5470644105076358
417,1990,MIN,108.2,0.5465543603637436
418,1990,NJN,108.6,0.5454014519396159
419,1990,NYK,108.0,0.5244792913574335
420,1990,ORL,114.3,0.5543651528356671
421,1990,PHI,108.4,0.5379789446386627
422,1990,PHO,106.2,0.5176399226204138
423,1990,POR,104.4,0.5312237300348265
424,1990,SAC,110.0,0.5351711863246525
425,1990,SAS,104.2,0.524093899328225
426,1990,SEA,109.8,0.5553480709904176
427,1990,UTA,105.4,0.5211213919490575
428,1990,WSB,109.7,0.533175355450237
429,1991,ATL,110.1,0.5498587834712696
430,1991,BOS,106.7,0.5113285102808414
431,1991,CHO,110.4,0.5543845067742807
432,1991,CHI,105.2,0.5325883872827313
433,1991,CLE,108.7,0.5367435339520907
434,1991,DAL,110.3,0.5386386834338122
435,1991,DEN,114.7,0.5757674035000301
436,1991,DET,104.6,0.515448518791758
437,1991,GSW,110.3,0.5495542957313093
438,1991,HOU,103.9,0.5140979178609252
439,1991,IND,112.1,0.5474352559979034
440,1991,LAC,106.5,0.530872145367242
441,1991,LAL,105.0,0.5096129837702872
442,1991,MIA,108.1,0.5443805638895868
443,1991,MIL,107.2,0.5469515982485229
444,1991,MIN,110.9,0.5474984395875353
445,1991,NJN,107.4,0.5305964648581463
446,1991,NYK,107.3,0.529670021951866
447,1991,ORL,109.9,0.542089227525859
448,1991,PHI,108.1,0.5264335827648953
449,1991,PHO,106.1,0.5191271640609165
450,1991,POR,104.3,0.523477310163467
451,1991,SAC,109.1,0.5390883535565598
452,1991,SAS,103.3,0.5097390950252566
453,1991,SEA,108.5,0.5526243100987729
454,1991,UTA,105.1,0.5203893778528736
455,1991,WSB,108.1,0.5262033711770158
456,1992,ATL,108.9,0.5370447825071979
457,1992,BOS,107.0,0.5144970255640711
458,1992,CHO,110.9,0.5482818144944487
459,1992,CHI,104.5,0.5198638345615422
460,1992,CLE,108.2,0.5185602872967101
461,1992,DAL,111.1,0.5334292196141813
462,1992,DEN,108.6,0.5463462129245161
463,1992,DET,105.3,0.5097484744753683
464,1992,GSW,109.9,0.5450089869735208
465,1992,HOU,108.0,0.519327505372143
466,1992,IND,109.9,0.53389986631837
467,1992,LAC,104.7,0.5228784357720971
468,1992,LAL,108.9,0.5290396267787281
469,1992,MIA,110.9,0.549703566534209
470,1992,MIL,110.6,0.5553651228925451
471,1992,MIN,112.4,0.5411773662005727
472,1992,NJN,108.7,0.535697724932031
473,1992,NYK,104.2,0.5212373807056913
474,1992,ORL,110.5,0.5480284036031774
475,1992,PHI,109.7,0.5339016843582327
476,1992,PHO,106.2,0.5153241920057575
477,1992,POR,104.2,0.52121228398287
478,1992,SAC,109.9,0.5364929044869453
479,1992,SAS,104.1,0.5154381599132525
480,1992,SEA,108.8,0.5400558743582
481,1992,UTA,105.6,0.5167247335029149
482,1992,WSB,108.4,0.5368522966812098
483,1993,ATL,110.2,0.5556959301918324
484,1993,BOS,107.8,0.5282413929679785
485,1993,CHO,109.7,0.5253564296660939
486,1993,CHI,106.1,0.5394118554863154
487,1993,CLE,106.0,0.519230865438973
488,1993,DAL,114.7,0.5770053502232538
489,1993,DEN,106.3,0.5268894475501954
490,1993,DET,108.9,0.5376413188214306
491,1993,GSW,110.2,0.5483222965510256
492,1993,HOU,105.2,0.5144012228971399
493,1993,IND,110.1,0.5358991422656019
494,1993,LAC,107.1,0.5389093273052318
495,1993,LAL,108.9,0.5394113245198304
496,1993,MIA,108.9,0.546788659085006
497,1993,MIL,110.1,0.5494436078066727
498,1993,MIN,111.8,0.551314673452078
499,1993,NJN,105.2,0.5248219084158041
500,1993,NYK,99.7,0.5042490215390327
501,1993,ORL,107.1,0.5165883883699895
502,1993,PHI,110.4,0.5390885468909714
503,1993,PHO,106.7,0.5322746225666924
504,1993,POR,105.2,0.5332262315471519
505,1993,SAC,109.6,0.554166808651501
506,1993,SAS,106.8,0.5218802293228243
507,1993,SEA,104.9,0.5379241723844862
508,1993,UTA,107.4,0.5331261904880938
509,1993,WSB,110.8,0.5484826745808683
510,1994,ATL,101.7,0.5110107723092555
511,1994,BOS,108.7,0.5379579321641165
512,1994,CHO,108.6,0.5299921016034229
513,1994,CHI,102.7,0.5245217278743521
514,1994,CLE,105.1,0.523632481778694
515,1994,DAL,109.6,0.559607315252027
516,1994,DEN,102.3,0.5040729141252446
517,1994,DET,110.9,0.5396257622755906
518,1994,GSW,106.5,0.5267255240013947
519,1994,HOU,101.4,0.4967931868362948
520,1994,IND,104.2,0.5206597149881245
521,1994,LAC,108.6,0.5311594479182553
522,1994,LAL,109.3,0.5338770981960738
523,1994,MIA,106.7,0.532447297004468
524,1994,MIL,109.3,0.5557040928130684
525,1994,MIN,109.2,0.5343014219535136
526,1994,NJN,104.9,0.5161611225522705
527,1994,NYK,98.2,0.5014677103718199
528,1994,ORL,106.7,0.5200182414449617
529,1994,PHI,109.7,0.5340910212501357
530,1994,PHO,106.8,0.5290038082783887
531,1994,POR,105.5,0.5340486352159601
532,1994,SAC,109.2,0.5413806565753906
533,1994,SAS,104.6,0.5042829331602855
534,1994,SEA,101.5,0.5292154657256023
535,1994,UTA,104.1,0.5188975112617866
536,1994,WSB,112.2,0.5588140036233717
537,1995,ATL,105.2,0.5331979872731044
538,1995,BOS,110.6,0.5501987434286447
539,1995,CHO,106.1,0.5232814336075206
540,1995,CHI,104.3,0.5355840155629408
541,1995,CLE,104.6,0.5356748077213968
542,1995,DAL,110.6,0.5538832948798263
543,1995,DEN,108.2,0.534701060576958
544,1995,DET,112.9,0.5577835663073193
545,1995,GSW,112.2,0.5562271062271062
546,1995,HOU,107.4,0.5273563323340384
547,1995,IND,105.6,0.5345181489144498
548,1995,LAC,111.1,0.5730836895019626
549,1995,LAL,109.4,0.5374403051595265
550,1995,MIA,109.9,0.5547290536626468
551,1995,MIL,110.9,0.5665828074364659
552,1995,MIN,112.4,0.5564730757497659
553,1995,NJN,108.6,0.5308900068064462
554,1995,NYK,103.8,0.5207971622264129
555,1995,ORL,107.8,0.5306971385249213
556,1995,PHI,109.7,0.5441274405133139
557,1995,PHO,110.4,0.553853122327208
558,1995,POR,105.7,0.54165224568036
559,1995,SAC,106.5,0.5327924662700075
560,1995,SAS,105.4,0.5227944194720492
561,1995,SEA,106.3,0.5413810382324529
562,1995,UTA,105.7,0.5474180263379219
563,1995,WSB,111.3,0.5587162561323299
564,1996,ATL,108.0,0.5496850654732305
565,1996,BOS,109.9,0.5555246016228865
566,1996,CHO,111.8,0.5642911151105952
567,1996,CHI,101.8,0.5218862136028707
568,1996,CLE,106.7,0.5502124770397493
569,1996,DAL,111.2,0.5616623829630989
570,1996,DEN,108.1,0.5370278589315526
571,1996,DET,105.1,0.5237095993487492
572,1996,GSW,109.9,0.5506352531632376
573,1996,HOU,107.4,0.5298719224966904
574,1996,IND,107.2,0.5393023981774071
575,1996,LAC,110.3,0.5597400601084497
576,1996,LAL,106.6,0.5284732732481108
577,1996,MIA,103.8,0.5263356984215333
578,1996,MIL,111.5,0.5599844027555132
579,1996,MIN,109.8,0.5547383821539816
580,1996,NJN,106.5,0.535231580462681
581,1996,NYK,103.5,0.5232655103402268
582,1996,ORL,106.9,0.5316235777513404
583,1996,PHI,113.0,0.5584210361624232
584,1996,PHO,110.0,0.5497503069573562
585,1996,POR,103.5,0.5222727798152604
586,1996,SAC,109.1,0.5514096621966424
587,1996,SAS,103.5,0.5128231558982393
588,1996,SEA,102.1,0.5240482179850336
589,1996,TOR,111.8,0.5600335109482973
590,1996,UTA,106.1,0.543117927864215
591,1996,VAN,108.5,0.5510079808588719
592,1996,WSB,107.6,0.5405830318905659
593,1997,ATL,102.3,0.5097072521993645
594,1997,BOS,111.4,0.5754264489379743
595,1997,CHO,108.9,0.5326714056900421
596,1997,CHI,102.4,0.5094324389784439
597,1997,CLE,102.4,0.5336904443417564
598,1997,DAL,108.2,0.541869504303883
599,1997,DEN,111.2,0.5389673045446278
600,1997,DET,104.4,0.5235523164659465
601,1997,GSW,112.2,0.5585275810932181
602,1997,HOU,104.0,0.5164211574753618
603,1997,IND,104.7,0.5288311730909051
604,1997,LAC,107.6,0.5468837942291096
605,1997,LAL,103.7,0.5195620059196975
606,1997,MIA,100.6,0.5120556033952516
607,1997,MIL,108.3,0.5444788627746637
608,1997,MIN,107.1,0.5335361788596206
609,1997,NJN,109.7,0.5459491982106888
610,1997,NYK,101.0,0.5163754444802517
611,1997,ORL,106.0,0.532992130317539
612,1997,PHI,111.4,0.5480363128071783
613,1997,PHO,108.6,0.5446004139925315
614,1997,POR,103.3,0.5218292761532346
615,1997,SAC,108.7,0.5421046775321621
616,1997,SAS,112.3,0.5540379362086877
617,1997,SEA,102.7,0.5339868221776379
618,1997,TOR,108.0,0.5469815548483471
619,1997,UTA,104.0,0.5339142202214919
620,1997,VAN,111.8,0.5475609625036271
621,1997,WSB,104.9,0.5329336220334204
622,1998,ATL,104.3,0.5063067689443784
623,1998,BOS,105.3,0.5615376916276044
624,1998,CHO,105.3,0.5328134528014767
625,1998,CHI,99.8,0.5002968555103463
626,1998,CLE,99.1,0.5132478036536048
627,1998,DAL,107.2,0.5231699847662323
628,1998,DEN,112.1,0.556228466838932
629,1998,DET,103.5,0.5206504564606742
630,1998,GSW,105.7,0.515304910788039
631,1998,HOU,108.6,0.5368344331828276
632,1998,IND,101.5,0.500119350516191
633,1998,LAC,111.2,0.5408405155897965
634,1998,LAL,103.7,0.5136705434899611
635,1998,MIA,102.0,0.5042481695989509
636,1998,MIL,105.6,0.5361561167240013
637,1998,MIN,107.1,0.5252143732135566
638,1998,NJN,106.6,0.5448688411728673
